# MSX PicoVerse 2350  rev 1.4  BOM   (2026-09-23)
# 원설계 The Retro Hacker / rev 1.3~1.4 개정 ESLAB
# ★ 표시 항목은 대체품 사용 시 동작에 영향이 있습니다
"No","수량","레퍼런스","값","패키지","구분","실장","기능","비고"
"1","9","C3, C4, C8, C13, C17, C20, C21, C25, C28","0.1uF","0603","커패시터","실장","+5V_MSX 디커플링 · ESP 디커플링 · IC1 부트스트랩 (BST-SW) 외",""
"2","1","C9","100pF","0603","커패시터","실장","IC1 피드포워드 (R6 병렬)",""
"3","1","C16","100uF/16V","1210","커패시터","DNP","ESP 예비 벌크","DNP — WiFi 동작이 불안정할 때만 실장"
"4","4","C2, C18, C19, C23","10uF/16V","0603","커패시터","실장","+5V_MSX 벌크",""
"5","2","C6, C7","10uF/16V","0805","커패시터","실장","",""
"6","1","C22","10uF/16V","1206","커패시터","실장","U2 DAC 전원 필터","★ 10µF 16V 1206 고정 — DC 바이어스 디레이팅 때문에 0603/6.3V 대체 금지"
"7","1","C1","1nF","0603","커패시터","실장","Q2 게이트-소스 (오링 턴오프 완충)",""
"8","2","C5, C29","1uF/16V","0603","커패시터","실장","오디오 출력 커플링 → SOUNDIN",""
"9","4","C10, C11, C14, C15","22uF/16V","0805","커패시터","실장","ESP 벌크 · 벅 출력 벌크",""
"10","2","C24, C26","4.7nF","0603","커패시터","실장","오디오 L 필터 · 오디오 R 필터",""
"11","1","C27","4.7uF/16V","0603","커패시터","실장","VBUS 바이패스",""
"12","1","D1","B5819WS","SOD-323","다이오드","실장","","모듈 3V3 과전압 클램프 (U1 pad63 → +3V3)"
"13","1","F1","FSMD075-1812","1812","퓨즈","실장","","★★ rev1.4에서 역할이 바뀌었다. D2 삭제로 F1이 +5V ↔ VBUS 를 양방향으로 잇는 유일한 소자다. MSX +5V가 F1을 통해 J5 VBUS로 나가 USB 메모리에 급전된다. 홀드 0.75A / 트립 1.5A — 이 값이 곧 USB 호스트 전류 제한이다. 0Ω 점퍼로 대체 금지"
"14","1","FB1","120R","0805","페라이트비드","실장","","★ 120Ω@100MHz / 정격 1A 이상 / DCR 0.05Ω 이하. ESP TX 350mA 통과 — 일반 200mA 비드 사용 금지"
"15","1","IC1","AP63200WU-7","TSOT-26","IC","실장","","★ TSOT-26. 오디오에 주기적 잡음 발생 시 AP63201WU-7(강제 PWM)로 핀 호환 교체 가능"
"16","1","J2","ESP-01","2x04 2.54mm 헤더","커넥터","실장","","ESP-01 / ESP8266 모듈 접속부. 구매: AliExpress 검색 https://www.aliexpress.com/w/wholesale-esp8266-esp-01s.html — ★ESP-01S(1MB 플래시) 권장. 구형 ESP-01(512KB)은 UNAPI 펌웨어가 안 들어간다. 공장 출하 AT 펌웨어 상태로는 통신이 안 되므로 ESP8266 UNAPI 펌웨어로 재기록 필요. rev1.4에서 전원이 +3V3 상시 급전으로 단순화됨 (SW1/Q4 삭제) / ★조립: 핀헤더 소켓(암) 사용 금지 - 케이스 간섭. 핀헤더 플라스틱 지지대 제거 후 기판에 밀착"
"17","1","J4","Micro_SD_Card","microSD 소켓","커넥터","실장","","microSD 소켓"
"18","1","J3","SWD","1x03 2.54mm 라이트앵글","커넥터","DNP","","DNP — SWD 3핀 헤더. 기본 미실장, 펌웨어 디버깅이 필요할 때만 실장. 실장 시 반드시 라이트 앵글(수평) 사용 (수직형은 케이스 간섭)"
"19","1","J5","USB_C_Receptacle_USB2.0_16P","USB-C 16P","커넥터","실장","","★★ USB-C 리셉터클 16P. rev1.4에서 USB 메모리(매스스토리지) 호스트 포트를 겸한다. CC1/CC2는 Rd 5.1k 고정이라 규격상 싱크 배선이며, VBUS 급전은 F1 경유 상시다. MSX에 꽂은 상태로 PC에 연결하지 말 것 (역급전)"
"20","1","L1","SPH5030-100M","SPH5030 5x5x3mm","인덕터","실장","IC1 벅 출력 인덕터","★ 10µH / Isat 1A 이상 — 선정품 Sunlord SWPA5020S100MT (LCSC C52281, Isat 1.55A / Irms 1.8A / DCR 143mΩ / 5x5x2mm). AP63200 기준 리플 ΔIL 약 224mA 이므로 부하 1A 에서 피크 1.11A, Isat 대비 약 40% 여유. DCR 은 당초 목표 100mΩ 보다 높아 1A 부하에서 약 0.14W 손실"
"21","1","Q1","DMMT5401","SOT-23-6","트랜지스터","실장","","★ 정합 PNP 쌍 — 개별 PNP 2개로 대체 금지 (정합도가 오링 동작의 핵심)"
"22","1","Q2","SSM3J332R","SOT-23","트랜지스터","실장","","오링 P-FET (MSX +5V 우선)"
"23","1","R50","0R","0603","저항","실장","","★ 0Ω — GNDA ↔ GND 단일점 브리지. 반드시 실장 (미실장 시 아날로그 GND 부유)"
"24","1","R52","10R","0805","저항","실장","","★ 저항 10Ω 0805 — 비드 아님. U2 DAC 전원 RC 필터 (C22와 조합, fc 2.3kHz)"
"25","9","R41, R42, R45, R46, R47, R48, R49, R51, R59","10k","0603","저항","실장","GP41_SPARE 풀다운 · RESET 풀업 · microSD 풀업 외",""
"26","2","R43, R44","10k","0603","저항","DNP","","DNP — U2 모듈에 PLL 풀다운이 없을 때만 실장 / DNP — U2 모듈에 DEEM 풀다운이 없을 때만 실장"
"27","1","R6","196k 1%","0603","저항","실장","","★ 1% — 벅 출력 3.33V 결정. 5% 사용 금지"
"28","18","R11, R12, R13, R14, R15, R16, R17, R18, R19, R20, R21, R22, R23, R24, R25, R26, R53, R54","1k","0603","저항","실장","MSX 버스 직렬 보호 — 주소 A0~A15 · 오디오 L 직렬 · 오디오 R 직렬",""
"29","2","R57, R58","2.2k","0603","저항","실장","오디오 합산",""
"30","6","R3, R5, R35, R36, R37, R38","330R","0603","저항","실장","MSX /M1 직렬 · MSX CLOCK 직렬 · MSX 버스 직렬 보호 — 스트로브",""
"31","5","R4, R8, R9, R10, R39","4.7k","0603","저항","실장","ESP /RST 풀업 · ESP CH_PD 풀업 · ESP GPIO0 풀업 외",""
"32","8","R27, R28, R29, R30, R31, R32, R33, R34","470R","0603","저항","실장","MSX 버스 직렬 보호 — 데이터 D0~D7 (양방향, 로우레벨 확보)",""
"33","2","R1, R2","47k","0603","저항","실장","Q1 베이스 바이어스 · Q2 게이트 풀다운",""
"34","2","R55, R56","5.1k","0603","저항","실장","USB-C CC1 풀다운 · USB-C CC2 풀다운",""
"35","1","R7","62k 1%","0603","저항","실장","","★ 1% — 벅 출력 3.33V 결정. 5% 사용 금지"
"36","1","S1","NW3-A06-B6","SMD 측면푸시 4.55x2.3x1.8","스위치","실장","","BOOTSEL 버튼 / ★ 측면 조작형 SMD (A06-B6-1). 상면 푸시형(PTS645 등)과 호환 안 됨 — 단자 피치 3.4mm, 위치결정 보스 Ø0.6 x 2 (기판 Ø0.75 비도금 홀). DC12V 50mA / 접촉저항 30mΩ 이하 / 스트로크 0.25mm / 작동력 220~250gf / 수명 10만회"
"37","1","TVS1","SM6T6V8CA","DO-214AA (SMB)","TVS","실장","","양방향 TVS, +5V_MSX 진입점. VBUS 계통에는 TVS가 없다 (D2 삭제로 보호 소자 없음)"
"38","1","U1","Core2350B","모듈 2x32 2.54mm","모듈","실장","","Waveshare Core2350B (RP2350B, PSRAM 8MB) / 구매: AliExpress https://www.aliexpress.com/item/1005009578742534.html (검색 https://www.aliexpress.com/w/wholesale-waveshare-core2350b.html ) · 정품 https://www.waveshare.com/core2350b.htm — ★2x32 2.54mm 64핀 22.86x22.86mm 인지 확인. RP2350A(30핀) 계열은 안 맞음 / ★조립: 핀헤더 소켓(암) 사용 금지 - 케이스 간섭. 핀헤더 플라스틱 지지대 제거 후 기판에 밀착 납땜"
"39","1","U2","UDA1334MOD","모듈 9+6핀 2.54mm","모듈","실장","","UDA1334A I2S DAC 모듈 (Adafruit 3678 호환) / 구매: 정품 https://www.adafruit.com/product/3678 · AliExpress 검색 https://www.aliexpress.com/w/wholesale-uda1334a-i2s-dac.html — ★★AliExpress 클론은 핀 배열이 다른 것이 섞여 있다. 반드시 판매자 사진에서 "한쪽 9핀 + 반대쪽 6핀, 2열 간격 20.3mm(0.8인치), 2.54mm 피치, 기판 약 25.4x20.9mm" 를 확인할 것. 단열 8~10핀 + 3.5mm 잭 일체형(CJMCU-1334 일부)은 이 풋프린트에 안 맞는다 / ★ 기판 앞면(F면) 실장 (rev1.3 파일이 뒷면으로 잡고 있던 것을 실물에 맞춰 정정) / ★★부품면(UDA1334ATS·47µF 2개·3.5mm 잭)이 기판을 향하도록 엎어서 꽂는다 — 핀헤더는 모듈의 부품면에서 나온다 / ★★스탠드오프 6.0mm 필요 (47µF 캔 5.4mm + 여유). 핀헤더 플라스틱 지지대 2.54mm 로는 부족하므로 긴핀 헤더(핀 길이 11mm 이상) 또는 스페이서 사용. 전고 7.6mm / ★3.5mm 잭이 기판 좌측 외곽선 밖으로 3.13mm 돌출, 기판면 기준 Z 1.0~6.0mm — 케이스 타공 위치 확인 / ★핀헤더 소켓(암) 사용 금지"

"[rev 1.3 → 1.4 변경점]"
"D2 (B5819WS)","삭제 — USB VBUS 역류 차단 다이오드. 이것 때문에 MSX 구동 시 J5 VBUS가 0V였고 USB 메모리가 인식되지 않았다. 제거하여 +5V가 F1을 통해 VBUS로 급전된다"
"SW1 (SK-12D02)","삭제 — ESP 전원 선택 스위치. ESP-01은 +3V3 상시 급전으로 단순화"
"Q3 (DTC114EUA)","삭제 — VBUS 검출. D2 제거로 VBUS가 상시 활성이 되어 검출 의미가 없어짐"
"Q4 (SSM3J332R)","삭제 — ESP 전원 스위치 P-FET"
"R40 (10k)","삭제 — Q4 게이트 풀업"
"C12 (0.1µF)","삭제 — Q4 게이트 소프트스타트"
"F1 (FSMD075)","역할 변경 — +5V ↔ VBUS 양방향 경로이자 USB 호스트 전류 제한 소자"
"U2 (UDA1334MOD)","기판 뒷면(B.Cu) → 앞면(F.Cu) 정정. 설계 변경이 아니라 rev1.3 파일이 실물과 달랐던 것을 맞춘 것. 3.5mm 잭이 기판 좌측 외곽선 밖으로 3.13mm 돌출하도록 180도 회전 배치"

"[기판 일체 — 구매 불필요]"
"J11","MSX 카트리지 엣지 핑거 — 기판 일체, 구매 불필요"
"PAD01","M4 마운팅홀 (Ø4.3 비도금) — 기판 일체"
"PAD02","M4 마운팅홀 (Ø4.3 비도금) — 기판 일체"

"[조립 주의사항]"
"U1 / U2 / J2","핀헤더 소켓(암) 사용 금지 — 소켓 높이 때문에 케이스를 닫을 수 없습니다"
"U1 / J2","핀헤더의 플라스틱 지지대(스페이서)를 제거한 뒤 조립할 것. 모듈이 기판에 밀착되어야 합니다"
"U2","★★U2 는 반대입니다 — 밀착시키지 마십시오. 부품면을 아래로 엎어 꽂으므로 6.0mm 스탠드오프가 필요합니다 (47µF 캔 5.4mm + 여유 0.6mm)"
"U2","rev1.4에서 기판 앞면(F면)으로 정정되었습니다 — rev1.3 파일이 뒷면으로 잡고 있었을 뿐 실물은 앞면이었습니다. 이 보드에 뒷면 부품은 없습니다"
"U2","모듈의 부품면(UDA1334ATS · 47µF 2개 · 3.5mm 잭)이 2350 기판을 향합니다. 핀헤더는 모듈의 부품면에서 나와 기판을 관통합니다. 위로 보이는 것은 모듈의 민면입니다"
"U2","기판면 기준 Z 배치 — 47µF 캔 0.6~6.0 / 3.5mm 잭 1.0~6.0 / 모듈 PCB 6.0~7.6. 전고 7.6mm. 상판 셸까지 10.35mm 이므로 여유 2.75mm"
"U2","핀헤더 길이 확인 — 기판 아래 3.2mm + 스탠드오프 6.0mm + 모듈 1.6mm = 최소 10.8mm 관통 길이가 필요합니다"
"U2","3.5mm 오디오 잭이 기판 좌측 외곽선 밖으로 3.13mm 돌출합니다. 잭 중심 높이는 기판면에서 약 3.5mm — 케이스 타공 위치를 확인하십시오"
"U2","조립 방향 주의 — 반대로 꽂으면 손상됩니다. F.Silkscreen 의 1번 핀 표시 확인"
"J2","rev1.4부터 ESP-01 전원은 +3V3 상시입니다. 전원 선택 스위치(SW1)가 없습니다"
"J5","rev1.4부터 USB 메모리 호스트 포트를 겸합니다. VBUS는 F1을 통해 MSX +5V에서 상시 공급됩니다"
"J5","★★ MSX에 카트리지를 꽂은 상태에서 PC에 USB 케이블을 연결하지 마십시오 — D2가 없어 MSX 5V가 PC VBUS로 역류합니다. 펌웨어 업로드는 카트리지를 빼고 하십시오"
"J3","DNP(기본 미실장). 실장할 경우 라이트 앵글(수평) 헤더만 사용 — 수직형은 케이스에 간섭합니다"
"S1","측면 푸시형. 액추에이터가 기판 외곽선보다 0.5mm 바깥으로 나옵니다 — 케이스 버튼 타공/플런저 위치 확인"
"S1","위치결정 보스 Ø0.6 두 개가 기판의 Ø0.75 비도금 홀에 완전히 안착된 것을 확인한 뒤 납땜할 것"
"J11","골드핑거 — 표면처리 ENIG 권장, 45도 베벨"
"J3 / R43 / R44 / C16","DNP. 기본 미실장"
